playlist,danceability,acousticness,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,analysis,like
Tamil- Medium Fast,0.654,0.22,378240,0.726,0.000406,0,0.0743,-8.594,1,0.0276,127.031,4,0.583,"AudioFeatures with fields:
  acousticness = 0.22
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1nIKu3frmTm...'
  danceability = 0.654
  duration_ms = 378240
  energy = 0.726
  id = '1nIKu3frmTmAoeMb2vCzkg'
  instrumentalness = 0.000406
  key = 0
  liveness = 0.0743
  loudness = -8.594
  mode = 1
  speechiness = 0.0276
  tempo = 127.031
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1nIKu3frmTmAoeMb2vCzkg'
  type = 'audio_features'
  uri = 'spotify:track:1nIKu3frmTmAoeMb2vCzkg'
  valence = 0.583",1
Tamil- Medium Fast,0.283,0.471,368107,0.613,0.0,5,0.104,-7.702,1,0.0581,78.154,3,0.386,"AudioFeatures with fields:
  acousticness = 0.471
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7xV3MCJ6YI3...'
  danceability = 0.283
  duration_ms = 368107
  energy = 0.613
  id = '7xV3MCJ6YI3K4I6Jt1a9H7'
  instrumentalness = 0
  key = 5
  liveness = 0.104
  loudness = -7.702
  mode = 1
  speechiness = 0.0581
  tempo = 78.154
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/7xV3MCJ6YI3K4I6Jt1a9H7'
  type = 'audio_features'
  uri = 'spotify:track:7xV3MCJ6YI3K4I6Jt1a9H7'
  valence = 0.386",1
Tamil- Medium Fast,0.684,0.33,213747,0.644,0.0,7,0.341,-7.069,0,0.0323,102.015,4,0.486,"AudioFeatures with fields:
  acousticness = 0.33
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/70XmeP4ixew...'
  danceability = 0.684
  duration_ms = 213747
  energy = 0.644
  id = '70XmeP4ixewTKySAX9RO6t'
  instrumentalness = 0
  key = 7
  liveness = 0.341
  loudness = -7.069
  mode = 0
  speechiness = 0.0323
  tempo = 102.015
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/70XmeP4ixewTKySAX9RO6t'
  type = 'audio_features'
  uri = 'spotify:track:70XmeP4ixewTKySAX9RO6t'
  valence = 0.486",1
Tamil- Medium Fast,0.589,0.844,396467,0.424,0.00381,4,0.169,-12.006,0,0.0359,119.823,4,0.561,"AudioFeatures with fields:
  acousticness = 0.844
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7hMKAmUlUUY...'
  danceability = 0.589
  duration_ms = 396467
  energy = 0.424
  id = '7hMKAmUlUUYa5qEiHWK4bk'
  instrumentalness = 0.00381
  key = 4
  liveness = 0.169
  loudness = -12.006
  mode = 0
  speechiness = 0.0359
  tempo = 119.823
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7hMKAmUlUUYa5qEiHWK4bk'
  type = 'audio_features'
  uri = 'spotify:track:7hMKAmUlUUYa5qEiHWK4bk'
  valence = 0.561",1
Tamil- Medium Fast,0.766,0.0303,360880,0.438,9.79e-06,4,0.0862,-13.101,0,0.164,82.012,4,0.331,"AudioFeatures with fields:
  acousticness = 0.0303
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3kjpq6QXeJT...'
  danceability = 0.766
  duration_ms = 360880
  energy = 0.438
  id = '3kjpq6QXeJTgPbC1ed8wql'
  instrumentalness = 9.79e-06
  key = 4
  liveness = 0.0862
  loudness = -13.101
  mode = 0
  speechiness = 0.164
  tempo = 82.012
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3kjpq6QXeJTgPbC1ed8wql'
  type = 'audio_features'
  uri = 'spotify:track:3kjpq6QXeJTgPbC1ed8wql'
  valence = 0.331",1
Tamil- Medium Fast,0.758,0.737,291413,0.411,0.0173,11,0.111,-12.704,0,0.113,94.96,4,0.597,"AudioFeatures with fields:
  acousticness = 0.737
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/23Vtq1pcWGz...'
  danceability = 0.758
  duration_ms = 291413
  energy = 0.411
  id = '23Vtq1pcWGzt9ZIdaATIHr'
  instrumentalness = 0.0173
  key = 11
  liveness = 0.111
  loudness = -12.704
  mode = 0
  speechiness = 0.113
  tempo = 94.96
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/23Vtq1pcWGzt9ZIdaATIHr'
  type = 'audio_features'
  uri = 'spotify:track:23Vtq1pcWGzt9ZIdaATIHr'
  valence = 0.597",1
Hindi - Medium Fast,0.574,0.0235,247248,0.738,2.03e-06,10,0.0959,-5.526,1,0.0958,109.996,4,0.307,"AudioFeatures with fields:
  acousticness = 0.0235
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7yEuRloGyxy...'
  danceability = 0.574
  duration_ms = 247248
  energy = 0.738
  id = '7yEuRloGyxyu1KaWBTPP1Z'
  instrumentalness = 2.03e-06
  key = 10
  liveness = 0.0959
  loudness = -5.526
  mode = 1
  speechiness = 0.0958
  tempo = 109.996
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7yEuRloGyxyu1KaWBTPP1Z'
  type = 'audio_features'
  uri = 'spotify:track:7yEuRloGyxyu1KaWBTPP1Z'
  valence = 0.307",1
Hindi - Medium Fast,0.714,0.00145,282012,0.892,0.000817,11,0.0462,-5.342,0,0.0516,134.997,4,0.899,"AudioFeatures with fields:
  acousticness = 0.00145
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2zZTXtLqCsI...'
  danceability = 0.714
  duration_ms = 282012
  energy = 0.892
  id = '2zZTXtLqCsICzEcztKjn47'
  instrumentalness = 0.000817
  key = 11
  liveness = 0.0462
  loudness = -5.342
  mode = 0
  speechiness = 0.0516
  tempo = 134.997
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2zZTXtLqCsICzEcztKjn47'
  type = 'audio_features'
  uri = 'spotify:track:2zZTXtLqCsICzEcztKjn47'
  valence = 0.899",1
Hindi - Medium Fast,0.679,0.0773,257089,0.688,0.0,8,0.704,-5.522,1,0.0293,127.951,4,0.424,"AudioFeatures with fields:
  acousticness = 0.0773
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/39TJkE0AEkf...'
  danceability = 0.679
  duration_ms = 257089
  energy = 0.688
  id = '39TJkE0AEkfWii8VB3JqSV'
  instrumentalness = 0
  key = 8
  liveness = 0.704
  loudness = -5.522
  mode = 1
  speechiness = 0.0293
  tempo = 127.951
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/39TJkE0AEkfWii8VB3JqSV'
  type = 'audio_features'
  uri = 'spotify:track:39TJkE0AEkfWii8VB3JqSV'
  valence = 0.424",1
Hindi - Medium Fast,0.848,0.054,363800,0.925,0.104,7,0.209,-6.161,1,0.0767,105.006,4,0.69,"AudioFeatures with fields:
  acousticness = 0.054
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1SdFBc40uBU...'
  danceability = 0.848
  duration_ms = 363800
  energy = 0.925
  id = '1SdFBc40uBU5Pqylo05VIC'
  instrumentalness = 0.104
  key = 7
  liveness = 0.209
  loudness = -6.161
  mode = 1
  speechiness = 0.0767
  tempo = 105.006
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1SdFBc40uBU5Pqylo05VIC'
  type = 'audio_features'
  uri = 'spotify:track:1SdFBc40uBU5Pqylo05VIC'
  valence = 0.69",1
Hindi - Medium Fast,0.762,0.0284,209412,0.822,0.0,0,0.367,-2.758,1,0.0425,101.998,4,0.467,"AudioFeatures with fields:
  acousticness = 0.0284
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0eFNjt04kVq...'
  danceability = 0.762
  duration_ms = 209412
  energy = 0.822
  id = '0eFNjt04kVq35UGIhsH3Ao'
  instrumentalness = 0
  key = 0
  liveness = 0.367
  loudness = -2.758
  mode = 1
  speechiness = 0.0425
  tempo = 101.998
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0eFNjt04kVq35UGIhsH3Ao'
  type = 'audio_features'
  uri = 'spotify:track:0eFNjt04kVq35UGIhsH3Ao'
  valence = 0.467",1
Hindi - Medium Fast,0.742,0.0906,215076,0.947,0.0221,0,0.0721,-3.749,1,0.0321,130.043,4,0.88,"AudioFeatures with fields:
  acousticness = 0.0906
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/67ZZqOrQH4B...'
  danceability = 0.742
  duration_ms = 215076
  energy = 0.947
  id = '67ZZqOrQH4Bshguxw9GPkh'
  instrumentalness = 0.0221
  key = 0
  liveness = 0.0721
  loudness = -3.749
  mode = 1
  speechiness = 0.0321
  tempo = 130.043
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/67ZZqOrQH4Bshguxw9GPkh'
  type = 'audio_features'
  uri = 'spotify:track:67ZZqOrQH4Bshguxw9GPkh'
  valence = 0.88",1
Hindi - Medium Fast,0.83,0.134,296500,0.858,1.72e-05,6,0.0567,-3.18,0,0.0554,119.974,4,0.949,"AudioFeatures with fields:
  acousticness = 0.134
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7hNYvX0qAKr...'
  danceability = 0.83
  duration_ms = 296500
  energy = 0.858
  id = '7hNYvX0qAKrxtVr1jGDmvR'
  instrumentalness = 1.72e-05
  key = 6
  liveness = 0.0567
  loudness = -3.18
  mode = 0
  speechiness = 0.0554
  tempo = 119.974
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7hNYvX0qAKrxtVr1jGDmvR'
  type = 'audio_features'
  uri = 'spotify:track:7hNYvX0qAKrxtVr1jGDmvR'
  valence = 0.949",1
Hindi - Medium Fast,0.805,0.24,252760,0.932,0.0,2,0.216,-2.228,0,0.0684,106.019,4,0.792,"AudioFeatures with fields:
  acousticness = 0.24
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4eu27jAU2bb...'
  danceability = 0.805
  duration_ms = 252760
  energy = 0.932
  id = '4eu27jAU2bbnyHUC3G75U8'
  instrumentalness = 0
  key = 2
  liveness = 0.216
  loudness = -2.228
  mode = 0
  speechiness = 0.0684
  tempo = 106.019
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4eu27jAU2bbnyHUC3G75U8'
  type = 'audio_features'
  uri = 'spotify:track:4eu27jAU2bbnyHUC3G75U8'
  valence = 0.792",1
Hindi - Medium Fast,0.825,0.143,187983,0.666,2.81e-06,4,0.237,-4.847,0,0.0554,96.987,4,0.763,"AudioFeatures with fields:
  acousticness = 0.143
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5cjVsWqIkBQ...'
  danceability = 0.825
  duration_ms = 187983
  energy = 0.666
  id = '5cjVsWqIkBQC7acTRhL0RO'
  instrumentalness = 2.81e-06
  key = 4
  liveness = 0.237
  loudness = -4.847
  mode = 0
  speechiness = 0.0554
  tempo = 96.987
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5cjVsWqIkBQC7acTRhL0RO'
  type = 'audio_features'
  uri = 'spotify:track:5cjVsWqIkBQC7acTRhL0RO'
  valence = 0.763",1
Hindi - Medium Fast,0.547,0.157,240999,0.705,0.0,11,0.109,-7.873,0,0.0356,140.008,4,0.384,"AudioFeatures with fields:
  acousticness = 0.157
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6d1VAGIsaxC...'
  danceability = 0.547
  duration_ms = 240999
  energy = 0.705
  id = '6d1VAGIsaxCDMaQfVdLtRC'
  instrumentalness = 0
  key = 11
  liveness = 0.109
  loudness = -7.873
  mode = 0
  speechiness = 0.0356
  tempo = 140.008
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6d1VAGIsaxCDMaQfVdLtRC'
  type = 'audio_features'
  uri = 'spotify:track:6d1VAGIsaxCDMaQfVdLtRC'
  valence = 0.384",1
Hindi - Medium Fast,0.642,0.15,258894,0.94,0.0,9,0.0989,-5.274,1,0.102,101.252,3,0.645,"AudioFeatures with fields:
  acousticness = 0.15
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3JT0mVof65r...'
  danceability = 0.642
  duration_ms = 258894
  energy = 0.94
  id = '3JT0mVof65rIHpRZITwRx1'
  instrumentalness = 0
  key = 9
  liveness = 0.0989
  loudness = -5.274
  mode = 1
  speechiness = 0.102
  tempo = 101.252
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/3JT0mVof65rIHpRZITwRx1'
  type = 'audio_features'
  uri = 'spotify:track:3JT0mVof65rIHpRZITwRx1'
  valence = 0.645",1
Hindi - Medium Fast,0.703,0.0478,320000,0.678,7.02e-05,4,0.496,-8.644,0,0.0417,120.051,4,0.694,"AudioFeatures with fields:
  acousticness = 0.0478
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5R7HpWXej6S...'
  danceability = 0.703
  duration_ms = 320000
  energy = 0.678
  id = '5R7HpWXej6SiCrd9YJsC5g'
  instrumentalness = 7.02e-05
  key = 4
  liveness = 0.496
  loudness = -8.644
  mode = 0
  speechiness = 0.0417
  tempo = 120.051
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5R7HpWXej6SiCrd9YJsC5g'
  type = 'audio_features'
  uri = 'spotify:track:5R7HpWXej6SiCrd9YJsC5g'
  valence = 0.694",1
Hindi - Medium Fast,0.792,0.102,328052,0.63,0.0,0,0.0758,-6.741,1,0.0682,100.022,4,0.659,"AudioFeatures with fields:
  acousticness = 0.102
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5GeBgck1MU2...'
  danceability = 0.792
  duration_ms = 328052
  energy = 0.63
  id = '5GeBgck1MU2tlIkMpsn8uT'
  instrumentalness = 0
  key = 0
  liveness = 0.0758
  loudness = -6.741
  mode = 1
  speechiness = 0.0682
  tempo = 100.022
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5GeBgck1MU2tlIkMpsn8uT'
  type = 'audio_features'
  uri = 'spotify:track:5GeBgck1MU2tlIkMpsn8uT'
  valence = 0.659",1
Hindi - Medium Fast,0.796,0.289,212741,0.978,0.00254,5,0.346,-1.266,0,0.0955,129.998,4,0.8,"AudioFeatures with fields:
  acousticness = 0.289
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/790uNrqzKWC...'
  danceability = 0.796
  duration_ms = 212741
  energy = 0.978
  id = '790uNrqzKWCvj8rR1QXNpU'
  instrumentalness = 0.00254
  key = 5
  liveness = 0.346
  loudness = -1.266
  mode = 0
  speechiness = 0.0955
  tempo = 129.998
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/790uNrqzKWCvj8rR1QXNpU'
  type = 'audio_features'
  uri = 'spotify:track:790uNrqzKWCvj8rR1QXNpU'
  valence = 0.8",1
Hindi - Medium Fast,0.701,0.134,229576,0.681,0.0,9,0.064,-6.442,1,0.0466,122.539,4,0.81,"AudioFeatures with fields:
  acousticness = 0.134
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3TAhWtQnpoL...'
  danceability = 0.701
  duration_ms = 229576
  energy = 0.681
  id = '3TAhWtQnpoL5Vl9VQPl9fU'
  instrumentalness = 0
  key = 9
  liveness = 0.064
  loudness = -6.442
  mode = 1
  speechiness = 0.0466
  tempo = 122.539
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3TAhWtQnpoL5Vl9VQPl9fU'
  type = 'audio_features'
  uri = 'spotify:track:3TAhWtQnpoL5Vl9VQPl9fU'
  valence = 0.81",1
Hindi - Medium Fast,0.507,0.0592,244048,0.932,0.0,1,0.302,-4.501,0,0.0762,114.961,3,0.311,"AudioFeatures with fields:
  acousticness = 0.0592
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7EvAlx0lOLb...'
  danceability = 0.507
  duration_ms = 244048
  energy = 0.932
  id = '7EvAlx0lOLbZgCKH50wnUU'
  instrumentalness = 0
  key = 1
  liveness = 0.302
  loudness = -4.501
  mode = 0
  speechiness = 0.0762
  tempo = 114.961
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/7EvAlx0lOLbZgCKH50wnUU'
  type = 'audio_features'
  uri = 'spotify:track:7EvAlx0lOLbZgCKH50wnUU'
  valence = 0.311",1
Hindi - Medium Fast,0.684,0.314,275399,0.958,1.94e-06,1,0.618,-4.793,1,0.264,163.95,4,0.817,"AudioFeatures with fields:
  acousticness = 0.314
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3VXh3jYTW3l...'
  danceability = 0.684
  duration_ms = 275399
  energy = 0.958
  id = '3VXh3jYTW3lTxtXRnu2TKP'
  instrumentalness = 1.94e-06
  key = 1
  liveness = 0.618
  loudness = -4.793
  mode = 1
  speechiness = 0.264
  tempo = 163.95
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3VXh3jYTW3lTxtXRnu2TKP'
  type = 'audio_features'
  uri = 'spotify:track:3VXh3jYTW3lTxtXRnu2TKP'
  valence = 0.817",1
Hindi - Medium Fast,0.766,0.0187,140463,0.618,0.000115,11,0.181,-8.552,0,0.124,95.054,4,0.513,"AudioFeatures with fields:
  acousticness = 0.0187
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5uaIbU3oHHc...'
  danceability = 0.766
  duration_ms = 140463
  energy = 0.618
  id = '5uaIbU3oHHcSOK6WFNK5nj'
  instrumentalness = 0.000115
  key = 11
  liveness = 0.181
  loudness = -8.552
  mode = 0
  speechiness = 0.124
  tempo = 95.054
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5uaIbU3oHHcSOK6WFNK5nj'
  type = 'audio_features'
  uri = 'spotify:track:5uaIbU3oHHcSOK6WFNK5nj'
  valence = 0.513",1
Hindi - Medium Fast,0.834,0.359,226502,0.788,0.27,6,0.396,-7.294,0,0.213,130.032,4,0.705,"AudioFeatures with fields:
  acousticness = 0.359
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5raWEZXYAap...'
  danceability = 0.834
  duration_ms = 226502
  energy = 0.788
  id = '5raWEZXYAapq6Qw1GIEIkU'
  instrumentalness = 0.27
  key = 6
  liveness = 0.396
  loudness = -7.294
  mode = 0
  speechiness = 0.213
  tempo = 130.032
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5raWEZXYAapq6Qw1GIEIkU'
  type = 'audio_features'
  uri = 'spotify:track:5raWEZXYAapq6Qw1GIEIkU'
  valence = 0.705",1
Hindi - Medium Fast,0.844,0.00502,185000,0.617,0.0,11,0.0558,-12.748,0,0.116,107.999,4,0.159,"AudioFeatures with fields:
  acousticness = 0.00502
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7fKywVasHSl...'
  danceability = 0.844
  duration_ms = 185000
  energy = 0.617
  id = '7fKywVasHSlshJQpkN2atd'
  instrumentalness = 0
  key = 11
  liveness = 0.0558
  loudness = -12.748
  mode = 0
  speechiness = 0.116
  tempo = 107.999
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7fKywVasHSlshJQpkN2atd'
  type = 'audio_features'
  uri = 'spotify:track:7fKywVasHSlshJQpkN2atd'
  valence = 0.159",1
Hindi - Medium Fast,0.536,0.154,290493,0.903,4.5e-05,1,0.064,-5.501,0,0.307,129.965,4,0.656,"AudioFeatures with fields:
  acousticness = 0.154
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6eEAevjmfFi...'
  danceability = 0.536
  duration_ms = 290493
  energy = 0.903
  id = '6eEAevjmfFiu5SSvH0DRY8'
  instrumentalness = 4.5e-05
  key = 1
  liveness = 0.064
  loudness = -5.501
  mode = 0
  speechiness = 0.307
  tempo = 129.965
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6eEAevjmfFiu5SSvH0DRY8'
  type = 'audio_features'
  uri = 'spotify:track:6eEAevjmfFiu5SSvH0DRY8'
  valence = 0.656",1
Hindi - Medium Fast,0.725,0.136,231370,0.818,0.0,5,0.0561,-9.43,0,0.137,97.982,4,0.595,"AudioFeatures with fields:
  acousticness = 0.136
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0FUKMS00WmZ...'
  danceability = 0.725
  duration_ms = 231370
  energy = 0.818
  id = '0FUKMS00WmZEepxAeTR9gc'
  instrumentalness = 0
  key = 5
  liveness = 0.0561
  loudness = -9.43
  mode = 0
  speechiness = 0.137
  tempo = 97.982
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0FUKMS00WmZEepxAeTR9gc'
  type = 'audio_features'
  uri = 'spotify:track:0FUKMS00WmZEepxAeTR9gc'
  valence = 0.595",1
Hindi - Medium Fast,0.715,0.371,149903,0.788,0.0,7,0.0484,-9.72,0,0.313,105.844,4,0.498,"AudioFeatures with fields:
  acousticness = 0.371
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0ndGo6Y6ngw...'
  danceability = 0.715
  duration_ms = 149903
  energy = 0.788
  id = '0ndGo6Y6ngw33sCjJFsTl4'
  instrumentalness = 0
  key = 7
  liveness = 0.0484
  loudness = -9.72
  mode = 0
  speechiness = 0.313
  tempo = 105.844
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0ndGo6Y6ngw33sCjJFsTl4'
  type = 'audio_features'
  uri = 'spotify:track:0ndGo6Y6ngw33sCjJFsTl4'
  valence = 0.498",1
Hindi - Medium Fast,0.595,0.0925,327030,0.624,0.0,9,0.114,-10.943,0,0.0603,170.001,4,0.647,"AudioFeatures with fields:
  acousticness = 0.0925
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2MvCNH9ua0C...'
  danceability = 0.595
  duration_ms = 327030
  energy = 0.624
  id = '2MvCNH9ua0CeOgUQfZf56z'
  instrumentalness = 0
  key = 9
  liveness = 0.114
  loudness = -10.943
  mode = 0
  speechiness = 0.0603
  tempo = 170.001
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2MvCNH9ua0CeOgUQfZf56z'
  type = 'audio_features'
  uri = 'spotify:track:2MvCNH9ua0CeOgUQfZf56z'
  valence = 0.647",1
Sitar - Best of,0.446,0.675,712840,0.634,0.382,1,0.0363,-7.82,1,0.0409,125.94,4,0.403,"AudioFeatures with fields:
  acousticness = 0.675
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6zJ3OWVhG0Z...'
  danceability = 0.446
  duration_ms = 712840
  energy = 0.634
  id = '6zJ3OWVhG0ZH0BYGg1M0XK'
  instrumentalness = 0.382
  key = 1
  liveness = 0.0363
  loudness = -7.82
  mode = 1
  speechiness = 0.0409
  tempo = 125.94
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6zJ3OWVhG0ZH0BYGg1M0XK'
  type = 'audio_features'
  uri = 'spotify:track:6zJ3OWVhG0ZH0BYGg1M0XK'
  valence = 0.403",1
Sitar - Best of,0.369,0.983,239947,0.0346,0.929,6,0.0841,-22.502,1,0.0387,124.067,4,0.167,"AudioFeatures with fields:
  acousticness = 0.983
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0aoSkr47lLA...'
  danceability = 0.369
  duration_ms = 239947
  energy = 0.0346
  id = '0aoSkr47lLA6irEzU9kfdl'
  instrumentalness = 0.929
  key = 6
  liveness = 0.0841
  loudness = -22.502
  mode = 1
  speechiness = 0.0387
  tempo = 124.067
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0aoSkr47lLA6irEzU9kfdl'
  type = 'audio_features'
  uri = 'spotify:track:0aoSkr47lLA6irEzU9kfdl'
  valence = 0.167",1
Sitar - Best of,0.219,0.802,419680,0.353,0.0819,2,0.577,-13.21,1,0.0343,182.184,4,0.202,"AudioFeatures with fields:
  acousticness = 0.802
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/09kSUFsOQFI...'
  danceability = 0.219
  duration_ms = 419680
  energy = 0.353
  id = '09kSUFsOQFIYfN1S9EjNVQ'
  instrumentalness = 0.0819
  key = 2
  liveness = 0.577
  loudness = -13.21
  mode = 1
  speechiness = 0.0343
  tempo = 182.184
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/09kSUFsOQFIYfN1S9EjNVQ'
  type = 'audio_features'
  uri = 'spotify:track:09kSUFsOQFIYfN1S9EjNVQ'
  valence = 0.202",1
Sitar - Best of,0.479,0.768,299220,0.451,0.0387,2,0.267,-12.957,1,0.0445,173.917,4,0.32,"AudioFeatures with fields:
  acousticness = 0.768
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/03LaINWqrMB...'
  danceability = 0.479
  duration_ms = 299220
  energy = 0.451
  id = '03LaINWqrMBFDK3T2w3YQJ'
  instrumentalness = 0.0387
  key = 2
  liveness = 0.267
  loudness = -12.957
  mode = 1
  speechiness = 0.0445
  tempo = 173.917
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/03LaINWqrMBFDK3T2w3YQJ'
  type = 'audio_features'
  uri = 'spotify:track:03LaINWqrMBFDK3T2w3YQJ'
  valence = 0.32",1
Sitar - Best of,0.352,0.339,304667,0.479,0.000353,6,0.486,-9.965,1,0.0338,126.166,4,0.354,"AudioFeatures with fields:
  acousticness = 0.339
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3Umg8CDhO8d...'
  danceability = 0.352
  duration_ms = 304667
  energy = 0.479
  id = '3Umg8CDhO8dOSj7yBTInYb'
  instrumentalness = 0.000353
  key = 6
  liveness = 0.486
  loudness = -9.965
  mode = 1
  speechiness = 0.0338
  tempo = 126.166
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3Umg8CDhO8dOSj7yBTInYb'
  type = 'audio_features'
  uri = 'spotify:track:3Umg8CDhO8dOSj7yBTInYb'
  valence = 0.354",1
Sitar - Best of,0.415,0.659,396160,0.33,0.801,6,0.171,-18.255,1,0.042,159.593,4,0.608,"AudioFeatures with fields:
  acousticness = 0.659
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/15rLAS9OMdQ...'
  danceability = 0.415
  duration_ms = 396160
  energy = 0.33
  id = '15rLAS9OMdQKfobeU9oDuU'
  instrumentalness = 0.801
  key = 6
  liveness = 0.171
  loudness = -18.255
  mode = 1
  speechiness = 0.042
  tempo = 159.593
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/15rLAS9OMdQKfobeU9oDuU'
  type = 'audio_features'
  uri = 'spotify:track:15rLAS9OMdQKfobeU9oDuU'
  valence = 0.608",1
Sitar - Best of,0.307,0.878,288812,0.0948,0.155,2,0.105,-21.158,1,0.0348,140.599,4,0.0672,"AudioFeatures with fields:
  acousticness = 0.878
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/11oUthXbMYs...'
  danceability = 0.307
  duration_ms = 288812
  energy = 0.0948
  id = '11oUthXbMYswzsqsS927pF'
  instrumentalness = 0.155
  key = 2
  liveness = 0.105
  loudness = -21.158
  mode = 1
  speechiness = 0.0348
  tempo = 140.599
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/11oUthXbMYswzsqsS927pF'
  type = 'audio_features'
  uri = 'spotify:track:11oUthXbMYswzsqsS927pF'
  valence = 0.0672",1
Sitar - Best of,0.169,0.808,2519000,0.0475,0.248,9,0.0536,-28.894,1,0.0344,80.702,4,0.147,"AudioFeatures with fields:
  acousticness = 0.808
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3XaGTnDDHRW...'
  danceability = 0.169
  duration_ms = 2519000
  energy = 0.0475
  id = '3XaGTnDDHRWoAprRCfG3E8'
  instrumentalness = 0.248
  key = 9
  liveness = 0.0536
  loudness = -28.894
  mode = 1
  speechiness = 0.0344
  tempo = 80.702
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3XaGTnDDHRWoAprRCfG3E8'
  type = 'audio_features'
  uri = 'spotify:track:3XaGTnDDHRWoAprRCfG3E8'
  valence = 0.147",1
